X	Y	Region	Terrain
-7	1	ferals	hill_mid_side
-6	1	ferals	hill_mid_top
-5	1	ferals	hill_mid_top
-4	1	ferals	hill_mid_top
-3	1	ferals	hill_mid_top
-2	1	ferals	hill_mid_top
-1	1	ferals	hill_mid_top
0	1	ferals	hill_mid_top
1	1	ferals	hill_mid_side
2	1	ferals	hill_mid_side
3	1	ferals	grassland
4	1	ferals	grassland
5	1	ferals	grassland
-65	2	northern_crags	hill_low_side
-64	2	northern_crags	hill_low_side
-63	2	northern_crags	hill_mid_side
-62	2	northern_crags	hill_high_side
-61	2	northern_crags	hill_high_side
-60	2	northern_crags	hill_high_side
-59	2	northern_crags	hill_high_side
-58	2	northern_crags	cliff_face_high
-57	2	northern_crags	cliff_bottom
-56	2	northern_crags	cliff_bottom
-55	2	northern_crags	rockyflat
-54	2	northern_crags	river_stream
-53	2	northern_crags	river_stream
-52	2	northern_crags	river_stream
-51	2	northern_crags	river_stream
-50	2	northern_crags	rockyflat
-49	2	northern_crags	rockyflat
-48	2	northern_crags	rockyflat
-47	2	northern_crags	rockyflat
-46	2	northern_crags	rockyflat
-45	2	northern_crags	cliff_bottom
-44	2	northern_crags	cliff_face_high
-43	2	northern_crags	hill_high_side
-42	2	northern_crags	hill_mid_side
-41	2	northern_crags	hill_low_side
-20	2	ferals	grassland
-19	2	ferals	grassland
-18	2	ferals	grassland
-17	2	ferals	grassland
-16	2	ferals	grassland
-15	2	ferals	grassland
-14	2	ferals	hill_low_side
-13	2	ferals	grassland
-12	2	ferals	grassland
-11	2	ferals	grassland
-10	2	ferals	river_shallow
-9	2	ferals	river_shallow
-8	2	ferals	hill_mid_side
-7	2	ferals	hill_mid_side
-6	2	ferals	hill_mid_top
-5	2	ferals	hill_mid_top
-4	2	ferals	hill_mid_top
-3	2	ferals	hill_mid_top
-2	2	ferals	hill_mid_top
-1	2	ferals	hill_mid_top
0	2	ferals	hill_mid_top
1	2	ferals	hill_mid_side
2	2	ferals	grassland
3	2	ferals	grassland
4	2	ferals	grassland
5	2	ferals	grassland
-65	3	northern_crags	hill_low_side
-64	3	northern_crags	hill_mid_side
-63	3	northern_crags	hill_high_side
-62	3	northern_crags	hill_high_side
-61	3	northern_crags	cliff_face_high
-60	3	northern_crags	cliff_face_high
-59	3	northern_crags	cliff_face_high
-58	3	northern_crags	cliff_face_high
-57	3	northern_crags	cliff_bottom
-56	3	northern_crags	rockyflat
-55	3	northern_crags	rockyflat
-54	3	northern_crags	river_stream
-53	3	northern_crags	rockyflat
-52	3	northern_crags	rockyflat
-51	3	northern_crags	rockyflat
-50	3	northern_crags	rockyflat
-49	3	northern_crags	rockyflat
-48	3	northern_crags	rockyflat
-47	3	northern_crags	rockyflat
-46	3	northern_crags	rockyflat
-45	3	northern_crags	cliff_bottom
-44	3	northern_crags	cliff_face_high
-43	3	northern_crags	hill_high_side
-42	3	northern_crags	hill_mid_side
-41	3	northern_crags	hill_low_side
-20	3	ferals	grassland
-19	3	ferals	grassland
-18	3	ferals	grassland
-17	3	ferals	grassland
-16	3	ferals	grassland
-15	3	ferals	grassland
-14	3	ferals	grassland
-13	3	ferals	grassland
-12	3	ferals	grassland
-11	3	ferals	grassland
-10	3	ferals	river_shallow
-9	3	ferals	grassland
-8	3	ferals	grassland
-7	3	ferals	hill_mid_side
-6	3	ferals	hill_mid_top
-5	3	ferals	hill_mid_top
-4	3	ferals	hill_mid_top
-3	3	ferals	hill_mid_top
-2	3	ferals	hill_mid_top
-1	3	ferals	hill_mid_side
0	3	ferals	hill_mid_side
1	3	ferals	hill_mid_side
2	3	ferals	grassland
3	3	ferals	grassland
4	3	ferals	grassland
-65	4	northern_crags	hill_low_side
-64	4	northern_crags	hill_mid_side
-63	4	northern_crags	hill_high_side
-62	4	northern_crags	cliff_face_high
-61	4	northern_crags	cliff_face_high
-60	4	northern_crags	cliff_bottom
-59	4	northern_crags	cliff_bottom
-58	4	northern_crags	cliff_bottom
-57	4	northern_crags	cliff_bottom
-56	4	northern_crags	rockyflat
-55	4	northern_crags	rockyflat
-54	4	northern_crags	river_stream
-53	4	northern_crags	river_stream
-52	4	northern_crags	rockyflat
-51	4	northern_crags	rockyflat
-50	4	northern_crags	rockyflat
-49	4	northern_crags	rockyflat
-48	4	northern_crags	rockyflat
-47	4	northern_crags	rockyflat
-46	4	northern_crags	rockyflat
-45	4	northern_crags	cliff_bottom
-44	4	northern_crags	cliff_face_high
-43	4	northern_crags	hill_high_side
-42	4	northern_crags	hill_high_side
-41	4	northern_crags	hill_low_side
-40	4	northern_crags	hill_low_side
-22	4	ferals	grassland
-21	4	ferals	grassland
-20	4	ferals	grassland
-19	4	ferals	grassland
-18	4	ferals	grassland
-17	4	ferals	grassland
-16	4	ferals	grassland
-15	4	ferals	grassland
-14	4	ferals	grassland
-13	4	ferals	grassland
-12	4	ferals	grassland
-11	4	ferals	grassland
-10	4	ferals	river_shallow
-9	4	ferals	grassland
-8	4	ferals	grassland
-7	4	ferals	hill_mid_side
-6	4	ferals	hill_mid_side
-5	4	ferals	hill_mid_top
-4	4	ferals	hill_mid_top
-3	4	ferals	hill_mid_side
-2	4	ferals	hill_mid_side
-1	4	ferals	hill_mid_side
0	4	ferals	grassland
1	4	ferals	grassland
2	4	ferals	grassland
3	4	ferals	grassland
4	4	ferals	grassland
-66	5	northern_crags	hill_low_side
-65	5	northern_crags	hill_low_side
-64	5	northern_crags	hill_mid_side
-63	5	northern_crags	hill_high_side
-62	5	northern_crags	cliff_face_high
-61	5	northern_crags	cliff_bottom
-60	5	northern_crags	cliff_bottom
-59	5	northern_crags	rockyflat
-58	5	northern_crags	rockyflat
-57	5	northern_crags	rockyflat
-56	5	northern_crags	rockyflat
-55	5	northern_crags	rockyflat
-54	5	northern_crags	rockyflat
-53	5	northern_crags	river_stream
-52	5	northern_crags	rockyflat
-51	5	northern_crags	rockyflat
-50	5	northern_crags	rockyflat
-49	5	northern_crags	rockyflat
-48	5	northern_crags	rockyflat
-47	5	northern_crags	rockyflat
-46	5	northern_crags	rockyflat
-45	5	northern_crags	cliff_bottom
-44	5	northern_crags	cliff_bottom
-43	5	northern_crags	cliff_face_high
-42	5	northern_crags	hill_high_side
-41	5	northern_crags	hill_mid_side
-40	5	northern_crags	hill_low_side
-23	5	ferals	grassland
-22	5	ferals	grassland
-21	5	ferals	grassland
-20	5	ferals	grassland
-19	5	ferals	grassland
-18	5	ferals	grassland
-17	5	ferals	hill_low_side
-16	5	ferals	grassland
-15	5	ferals	grassland
-14	5	ferals	grassland
-13	5	ferals	hill_low_side
-12	5	ferals	grassland
-11	5	ferals	grassland
-10	5	ferals	river_shallow
-9	5	ferals	river_shallow
-8	5	ferals	grassland
-7	5	ferals	grassland
-6	5	ferals	hill_mid_side
-5	5	ferals	hill_mid_side
-4	5	ferals	hill_mid_side
-3	5	ferals	hill_mid_side
-2	5	ferals	grassland
-1	5	ferals	grassland
0	5	ferals	grassland
1	5	ferals	grassland
2	5	ferals	grassland
3	5	ferals	grassland
4	5	ferals	grassland
-66	6	northern_crags	hill_low_side
-65	6	northern_crags	hill_mid_side
-64	6	northern_crags	hill_high_side
-63	6	northern_crags	hill_high_side
-62	6	northern_crags	cliff_face_high
-61	6	northern_crags	cliff_bottom
-60	6	northern_crags	rockyflat
-59	6	northern_crags	rockyflat
-58	6	northern_crags	rockyflat
-57	6	northern_crags	rockyflat
-56	6	northern_crags	rockyflat
-55	6	northern_crags	rockyflat
-54	6	northern_crags	rockyflat
-53	6	northern_crags	river_stream
-52	6	northern_crags	river_stream
-51	6	northern_crags	river_stream
-50	6	northern_crags	rockyflat
-49	6	northern_crags	rockyflat
-48	6	northern_crags	rockyflat
-47	6	northern_crags	rockyflat
-46	6	northern_crags	rockyflat
-45	6	northern_crags	rockyflat
-44	6	northern_crags	cliff_bottom
-43	6	northern_crags	cliff_face_high
-42	6	northern_crags	hill_high_side
-41	6	northern_crags	hill_mid_side
-40	6	northern_crags	hill_low_side
-23	6	ferals	grassland
-22	6	ferals	grassland
-21	6	ferals	grassland
-20	6	ferals	grassland
-19	6	ferals	hill_low_side
-18	6	ferals	hill_low_side
-17	6	ferals	hill_low_top
-16	6	ferals	hill_low_side
-15	6	ferals	grassland
-14	6	ferals	hill_low_side
-13	6	ferals	hill_low_top
-12	6	ferals	hill_low_side
-11	6	ferals	grassland
-10	6	ferals	grassland
-9	6	ferals	river_shallow
-8	6	ferals	grassland
-7	6	ferals	dirt
-6	6	ferals	grassland
-5	6	ferals	grassland
-4	6	ferals	grassland
-3	6	ferals	grassland
-2	6	ferals	grassland
-1	6	ferals	grassland
0	6	ferals	grassland
1	6	ferals	grassland
2	6	ferals	grassland
3	6	ferals	grassland
4	6	ferals	grassland
-67	7	northern_crags	hill_low_side
-66	7	northern_crags	hill_low_side
-65	7	northern_crags	hill_mid_side
-64	7	northern_crags	hill_high_side
-63	7	northern_crags	cliff_face_high
-62	7	northern_crags	cliff_face_high
-61	7	northern_crags	cliff_bottom
-60	7	northern_crags	rockyflat
-59	7	northern_crags	rockyflat
-58	7	northern_crags	rockyflat
-57	7	northern_crags	rockyflat
-56	7	northern_crags	rockyflat
-55	7	northern_crags	rockyflat
-54	7	northern_crags	rockyflat
-53	7	northern_crags	rockyflat
-52	7	northern_crags	rockyflat
-51	7	northern_crags	river_stream
-50	7	northern_crags	rockyflat
-49	7	northern_crags	rockyflat
-48	7	northern_crags	rockyflat
-47	7	northern_crags	rockyflat
-46	7	northern_crags	rockyflat
-45	7	northern_crags	rockyflat
-44	7	northern_crags	cliff_bottom
-43	7	northern_crags	cliff_face_high
-42	7	northern_crags	hill_high_side
-41	7	northern_crags	hill_mid_side
-40	7	northern_crags	hill_low_side
-24	7	ferals	grassland
-23	7	ferals	grassland
-22	7	ferals	grassland
-21	7	ferals	grassland
-20	7	ferals	hill_low_side
-19	7	ferals	hill_low_top
-18	7	ferals	hill_low_top
-17	7	ferals	hill_low_top
-16	7	ferals	hill_low_top
-15	7	ferals	hill_low_side
-14	7	ferals	hill_low_top
-13	7	ferals	hill_low_top
-12	7	ferals	hill_low_side
-11	7	ferals	grassland
-10	7	ferals	grassland
-9	7	ferals	river_shallow
-8	7	ferals	river_shallow
-7	7	ferals	grassland
-6	7	ferals	grassland
-5	7	ferals	grassland
-4	7	ferals	grassland
-3	7	ferals	grassland
-2	7	ferals	grassland
-1	7	ferals	grassland
0	7	ferals	grassland
1	7	ferals	grassland
2	7	ferals	grassland
3	7	ferals	grassland
-67	8	northern_crags	hill_low_side
-66	8	northern_crags	hill_mid_side
-65	8	northern_crags	hill_high_side
-64	8	northern_crags	hill_high_side
-63	8	northern_crags	cliff_face_high
-62	8	northern_crags	cliff_bottom
-61	8	northern_crags	cliff_bottom
-60	8	northern_crags	rockyflat
-59	8	northern_crags	rockyflat
-58	8	northern_crags	rockyflat
-57	8	northern_crags	rockyflat
-56	8	northern_crags	rockyflat
-55	8	northern_crags	rockyflat
-54	8	northern_crags	rockyflat
-53	8	northern_crags	rockyflat
-52	8	northern_crags	rockyflat
-51	8	northern_crags	river_stream
-50	8	northern_crags	rockyflat
-49	8	northern_crags	rockyflat
-48	8	northern_crags	rockyflat
-47	8	northern_crags	rockyflat
-46	8	northern_crags	rockyflat
-45	8	northern_crags	rockyflat
-44	8	northern_crags	cliff_bottom
-43	8	northern_crags	cliff_face_high
-42	8	northern_crags	hill_high_side
-41	8	northern_crags	hill_mid_side
-40	8	northern_crags	hill_low_side
-25	8	ferals	grassland
-24	8	ferals	grassland
-23	8	ferals	grassland
-22	8	ferals	grassland
-21	8	ferals	hill_low_side
-20	8	ferals	hill_low_top
-19	8	ferals	hill_low_top
-18	8	ferals	hill_low_top
-17	8	ferals	hill_low_top
-16	8	ferals	hill_low_top
-15	8	ferals	hill_low_top
-14	8	ferals	hill_low_top
-13	8	ferals	hill_low_side
-12	8	ferals	grassland
-11	8	ferals	grassland
-10	8	ferals	grassland
-9	8	ferals	grassland
-8	8	ferals	river_shallow
-7	8	ferals	grassland
-6	8	ferals	grassland
-5	8	ferals	floodplain
-4	8	ferals	grassland
-3	8	ferals	grassland
-2	8	ferals	grassland
-1	8	ferals	grassland
0	8	ferals	grassland
1	8	ferals	grassland
-67	9	northern_crags	hill_low_side
-66	9	northern_crags	hill_mid_side
-65	9	northern_crags	hill_high_side
-64	9	northern_crags	cliff_face_high
-63	9	northern_crags	cliff_face_high
-62	9	northern_crags	cliff_bottom
-61	9	northern_crags	rockyflat
-60	9	northern_crags	rockyflat
-59	9	northern_crags	rockyflat
-58	9	northern_crags	rockyflat
-57	9	northern_crags	rockyflat
-56	9	northern_crags	rockyflat
-55	9	northern_crags	rockyflat
-54	9	northern_crags	rockyflat
-53	9	northern_crags	rockyflat
-52	9	northern_crags	rockyflat
-51	9	northern_crags	river_stream
-50	9	northern_crags	river_stream
-49	9	northern_crags	river_stream
-48	9	northern_crags	river_stream
-47	9	northern_crags	rockyflat
-46	9	northern_crags	rockyflat
-45	9	northern_crags	cliff_bottom
-44	9	northern_crags	cliff_bottom
-43	9	northern_crags	cliff_face_high
-42	9	northern_crags	hill_high_side
-41	9	northern_crags	hill_mid_side
-40	9	northern_crags	hill_low_side
-26	9	ferals	grassland
-25	9	ferals	grassland
-24	9	ferals	grassland
-23	9	ferals	grassland
-22	9	ferals	hill_low_side
-21	9	ferals	hill_low_side
-20	9	ferals	hill_low_top
-19	9	ferals	hill_low_top
-18	9	ferals	hill_low_top
-17	9	ferals	hill_low_top
-16	9	ferals	hill_low_top
-15	9	ferals	hill_low_top
-14	9	ferals	hill_low_side
-13	9	ferals	grassland
-12	9	ferals	grassland
-11	9	ferals	grassland
-10	9	ferals	grassland
-9	9	ferals	grassland
-8	9	ferals	river_shallow
-7	9	ferals	grassland
-6	9	ferals	grassland
-5	9	ferals	grassland
-4	9	ferals	grassland
-3	9	ferals	grassland
-2	9	ferals	grassland
-1	9	ferals	grassland
0	9	ferals	grassland
1	9	ferals	grassland
-67	10	northern_crags	hill_low_side
-66	10	northern_crags	hill_mid_side
-65	10	northern_crags	hill_high_side
-64	10	northern_crags	cliff_face_high
-63	10	northern_crags	cliff_bottom
-62	10	northern_crags	cliff_bottom
-61	10	northern_crags	rockyflat
-60	10	northern_crags	rockyflat
-59	10	northern_crags	rockyflat
-58	10	northern_crags	rockyflat
-57	10	northern_crags	rockyflat
-56	10	northern_crags	rockyflat
-55	10	northern_crags	rockyflat
-54	10	northern_crags	rockyflat
-53	10	northern_crags	rockyflat
-52	10	northern_crags	rockyflat
-51	10	northern_crags	rockyflat
-50	10	northern_crags	rockyflat
-49	10	northern_crags	rockyflat
-48	10	northern_crags	river_stream
-47	10	northern_crags	rockyflat
-46	10	northern_crags	rockyflat
-45	10	northern_crags	cliff_bottom
-44	10	northern_crags	cliff_bottom
-43	10	northern_crags	cliff_face_high
-42	10	northern_crags	hill_high_side
-41	10	northern_crags	hill_mid_side
-40	10	northern_crags	hill_low_side
-39	10	northern_crags	hill_low_side
-26	10	ferals	grassland
-25	10	ferals	grassland
-24	10	ferals	grassland
-23	10	ferals	grassland
-22	10	ferals	hill_low_side
-21	10	ferals	hill_low_side
-20	10	ferals	hill_low_top
-19	10	ferals	hill_low_top
-18	10	ferals	hill_low_top
-17	10	ferals	hill_low_top
-16	10	ferals	hill_low_top
-15	10	ferals	hill_low_top
-14	10	ferals	hill_low_top
-13	10	ferals	hill_low_side
-12	10	ferals	hill_low_side
-11	10	ferals	hill_low_side
-10	10	ferals	grassland
-9	10	ferals	grassland
-8	10	ferals	river_shallow
-7	10	ferals	grassland
-6	10	ferals	grassland
-5	10	ferals	grassland
-4	10	ferals	grassland
-3	10	ferals	grassland
-2	10	ferals	grassland
-1	10	ferals	grassland
-67	11	northern_crags	hill_low_side
-66	11	northern_crags	hill_mid_side
-65	11	northern_crags	hill_high_side
-64	11	northern_crags	cliff_face_high
-63	11	northern_crags	cliff_bottom
-62	11	northern_crags	rockyflat
-61	11	northern_crags	rockyflat
-60	11	northern_crags	rockyflat
-59	11	northern_crags	rockyflat
-58	11	northern_crags	rockyflat
-57	11	northern_crags	rockyflat
-56	11	northern_crags	rockyflat
-55	11	northern_crags	rockyflat
-54	11	northern_crags	rockyflat
-53	11	northern_crags	rockyflat
-52	11	northern_crags	rockyflat
-51	11	northern_crags	rockyflat
-50	11	northern_crags	rockyflat
-49	11	northern_crags	river_stream
-48	11	northern_crags	river_stream
-47	11	northern_crags	rockyflat
-46	11	northern_crags	rockyflat
-45	11	northern_crags	rockyflat
-44	11	northern_crags	cliff_bottom
-43	11	northern_crags	cliff_face_high
-42	11	northern_crags	hill_high_side
-41	11	northern_crags	hill_mid_side
-40	11	northern_crags	hill_mid_side
-39	11	northern_crags	hill_low_side
-38	11	northern_crags	hill_low_side
-25	11	ferals	grassland
-24	11	ferals	grassland
-23	11	ferals	grassland
-22	11	ferals	grassland
-21	11	ferals	hill_low_side
-20	11	ferals	hill_low_top
-19	11	ferals	hill_low_top
-18	11	ferals	hill_low_top
-17	11	ferals	hill_low_top
-16	11	ferals	hill_low_top
-15	11	ferals	hill_low_top
-14	11	ferals	hill_low_top
-13	11	ferals	hill_low_top
-12	11	ferals	hill_low_side
-11	11	ferals	hill_low_side
-10	11	ferals	grassland
-9	11	ferals	grassland
-8	11	ferals	river_shallow
-7	11	ferals	grassland
-6	11	ferals	grassland
-5	11	ferals	grassland
-4	11	ferals	grassland
-3	11	ferals	grassland
-67	12	northern_crags	hill_low_side
-66	12	northern_crags	hill_mid_side
-65	12	northern_crags	hill_high_side
-64	12	northern_crags	cliff_face_high
-63	12	northern_crags	cliff_bottom
-62	12	northern_crags	rockyflat
-61	12	northern_crags	rockyflat
-60	12	northern_crags	rockyflat
-59	12	northern_crags	rockyflat
-58	12	northern_crags	rockyflat
-57	12	northern_crags	rockyflat
-56	12	northern_crags	rockyflat
-55	12	northern_crags	rockyflat
-54	12	northern_crags	rockyflat
-53	12	northern_crags	rockyflat
-52	12	northern_crags	rockyflat
-51	12	northern_crags	rockyflat
-50	12	northern_crags	rockyflat
-49	12	northern_crags	river_stream
-48	12	northern_crags	rockyflat
-47	12	northern_crags	rockyflat
-46	12	northern_crags	rockyflat
-45	12	northern_crags	rockyflat
-44	12	northern_crags	cliff_bottom
-43	12	northern_crags	cliff_face_high
-42	12	northern_crags	hill_high_side
-41	12	northern_crags	hill_mid_side
-40	12	northern_crags	hill_mid_side
-39	12	northern_crags	hill_mid_side
-38	12	northern_crags	hill_low_side
-37	12	northern_crags	hill_low_side
-25	12	ferals	grassland
-24	12	ferals	grassland
-23	12	ferals	grassland
-22	12	ferals	grassland
-21	12	ferals	grassland
-20	12	ferals	hill_low_side
-19	12	ferals	hill_low_side
-18	12	ferals	hill_low_top
-17	12	ferals	hill_low_top
-16	12	ferals	hill_low_top
-15	12	ferals	hill_low_top
-14	12	ferals	hill_low_top
-13	12	ferals	hill_low_side
-12	12	ferals	grassland
-11	12	ferals	grassland
-10	12	ferals	grassland
-9	12	ferals	grassland
-8	12	ferals	river_shallow
-7	12	ferals	grassland
-6	12	ferals	grassland
-5	12	ferals	grassland
-4	12	ferals	grassland
-3	12	ferals	grassland
-67	13	northern_crags	hill_low_side
-66	13	northern_crags	hill_mid_side
-65	13	northern_crags	hill_high_side
-64	13	northern_crags	cliff_face_high
-63	13	northern_crags	cliff_bottom
-62	13	northern_crags	rockyflat
-61	13	northern_crags	rockyflat
-60	13	northern_crags	rockyflat
-59	13	northern_crags	rockyflat
-58	13	northern_crags	rockyflat
-57	13	northern_crags	river_stream
-56	13	northern_crags	river_stream
-55	13	northern_crags	river_stream
-54	13	northern_crags	rockyflat
-53	13	northern_crags	rockyflat
-52	13	northern_crags	rockyflat
-51	13	northern_crags	rockyflat
-50	13	northern_crags	rockyflat
-49	13	northern_crags	river_stream
-48	13	northern_crags	rockyflat
-47	13	northern_crags	rockyflat
-46	13	northern_crags	rockyflat
-45	13	northern_crags	rockyflat
-44	13	northern_crags	cliff_bottom
-43	13	northern_crags	cliff_face_high
-42	13	northern_crags	hill_high_side
-41	13	northern_crags	hill_high_side
-40	13	northern_crags	hill_high_side
-39	13	northern_crags	hill_high_side
-38	13	northern_crags	hill_mid_side
-37	13	northern_crags	hill_low_side
-36	13	northern_crags	hill_low_side
-25	13	ferals	grassland
-24	13	ferals	grassland
-23	13	ferals	grassland
-22	13	ferals	grassland
-21	13	ferals	grassland
-20	13	ferals	grassland
-19	13	ferals	grassland
-18	13	ferals	hill_low_side
-17	13	ferals	hill_low_side
-16	13	ferals	hill_low_side
-15	13	ferals	hill_low_top
-14	13	ferals	hill_low_side
-13	13	ferals	grassland
-12	13	ferals	grassland
-11	13	ferals	grassland
-10	13	ferals	grassland
-9	13	ferals	grassland
-8	13	ferals	river_shallow
-7	13	ferals	grassland
-6	13	ferals	grassland
-5	13	ferals	grassland
-4	13	ferals	grassland
-3	13	ferals	grassland
-67	14	northern_crags	hill_low_side
-66	14	northern_crags	hill_mid_side
-65	14	northern_crags	hill_high_side
-64	14	northern_crags	cliff_face_high
-63	14	northern_crags	cliff_bottom
-62	14	northern_crags	rockyflat
-61	14	northern_crags	rockyflat
-60	14	northern_crags	rockyflat
-59	14	northern_crags	rockyflat
-58	14	northern_crags	river_stream
-57	14	northern_crags	river_stream
-56	14	northern_crags	rockyflat
-55	14	northern_crags	river_stream
-54	14	northern_crags	river_stream
-53	14	northern_crags	river_stream
-52	14	northern_crags	river_stream
-51	14	northern_crags	rockyflat
-50	14	northern_crags	rockyflat
-49	14	northern_crags	river_stream
-48	14	northern_crags	rockyflat
-47	14	northern_crags	rockyflat
-46	14	northern_crags	rockyflat
-45	14	northern_crags	rockyflat
-44	14	northern_crags	cliff_bottom
-43	14	northern_crags	cliff_face_high
-42	14	northern_crags	cliff_face_high
-41	14	northern_crags	cliff_face_high
-40	14	northern_crags	cliff_face_high
-39	14	northern_crags	cliff_face_high
-38	14	northern_crags	hill_high_side
-37	14	northern_crags	hill_mid_side
-36	14	northern_crags	hill_low_side
-26	14	ferals	grassland
-25	14	ferals	grassland
-24	14	ferals	river_shallow
-23	14	ferals	river_shallow
-22	14	ferals	river_shallow
-21	14	ferals	river_shallow
-20	14	ferals	grassland
-19	14	ferals	grassland
-18	14	ferals	grassland
-17	14	ferals	grassland
-16	14	ferals	grassland
-15	14	ferals	hill_low_side
-14	14	ferals	grassland
-13	14	ferals	grassland
-12	14	ferals	grassland
-11	14	ferals	grassland
-10	14	ferals	grassland
-9	14	ferals	river_shallow
-8	14	ferals	river_shallow
-7	14	ferals	grassland
-6	14	ferals	grassland
-5	14	ferals	grassland
-4	14	ferals	grassland
-67	15	northern_crags	hill_low_side
-66	15	northern_crags	hill_mid_side
-65	15	northern_crags	hill_high_side
-64	15	northern_crags	cliff_face_high
-63	15	northern_crags	cliff_bottom
-62	15	northern_crags	cliff_bottom
-61	15	northern_crags	rockyflat
-60	15	northern_crags	rockyflat
-59	15	northern_crags	rockyflat
-58	15	northern_crags	river_stream
-57	15	northern_crags	rockyflat
-56	15	northern_crags	rockyflat
-55	15	northern_crags	rockyflat
-54	15	northern_crags	rockyflat
-53	15	northern_crags	rockyflat
-52	15	northern_crags	river_stream
-51	15	northern_crags	river_stream
-50	15	northern_crags	river_stream
-49	15	northern_crags	river_stream
-48	15	northern_crags	rockyflat
-47	15	northern_crags	rockyflat
-46	15	northern_crags	rockyflat
-45	15	northern_crags	rockyflat
-44	15	northern_crags	cliff_bottom
-43	15	northern_crags	cliff_bottom
-42	15	northern_crags	cliff_bottom
-41	15	northern_crags	cliff_bottom
-40	15	northern_crags	cliff_bottom
-39	15	northern_crags	cliff_face_high
-38	15	northern_crags	hill_high_side
-37	15	northern_crags	hill_mid_side
-36	15	northern_crags	hill_low_side
-26	15	ferals	grassland
-25	15	ferals	river_shallow
-24	15	ferals	river_shallow
-23	15	ferals	grassland
-22	15	ferals	grassland
-21	15	ferals	river_shallow
-20	15	ferals	river_shallow
-19	15	ferals	river_shallow
-18	15	ferals	river_shallow
-17	15	ferals	river_shallow
-16	15	ferals	grassland
-15	15	ferals	grassland
-14	15	ferals	grassland
-13	15	ferals	grassland
-12	15	ferals	river_shallow
-11	15	ferals	river_shallow
-10	15	ferals	river_shallow
-9	15	ferals	river_shallow
-8	15	ferals	grassland
-7	15	ferals	grassland
-6	15	ferals	grassland
-5	15	ferals	grassland
-4	15	ferals	grassland
-67	16	northern_crags	hill_low_side
-66	16	northern_crags	hill_mid_side
-65	16	northern_crags	hill_high_side
-64	16	northern_crags	cliff_face_high
-63	16	northern_crags	cliff_face_high
-62	16	northern_crags	cliff_bottom
-61	16	northern_crags	rockyflat
-60	16	northern_crags	rockyflat
-59	16	northern_crags	rockyflat
-58	16	northern_crags	river_stream
-57	16	northern_crags	river_stream
-56	16	northern_crags	rockyflat
-55	16	northern_crags	rockyflat
-54	16	northern_crags	rockyflat
-53	16	northern_crags	rockyflat
-52	16	northern_crags	rockyflat
-51	16	northern_crags	rockyflat
-50	16	northern_crags	rockyflat
-49	16	northern_crags	rockyflat
-48	16	northern_crags	rockyflat
-47	16	northern_crags	rockyflat
-46	16	northern_crags	rockyflat
-45	16	northern_crags	rockyflat
-44	16	northern_crags	rockyflat
-43	16	northern_crags	rockyflat
-42	16	northern_crags	rockyflat
-41	16	northern_crags	rockyflat
-40	16	northern_crags	cliff_bottom
-39	16	northern_crags	cliff_face_high
-38	16	northern_crags	hill_high_side
-37	16	northern_crags	hill_mid_side
-36	16	northern_crags	hill_low_side
-35	16	northern_crags	grassland
-34	16	northern_crags	grassland
-26	16	ferals	grassland
-25	16	ferals	river_shallow
-24	16	ferals	grassland
-23	16	ferals	grassland
-22	16	ferals	grassland
-21	16	ferals	grassland
-20	16	ferals	grassland
-19	16	ferals	grassland
-18	16	ferals	grassland
-17	16	ferals	river_shallow
-16	16	ferals	grassland
-15	16	ferals	grassland
-14	16	ferals	grassland
-13	16	ferals	river_shallow
-12	16	ferals	river_shallow
-11	16	ferals	grassland
-10	16	ferals	grassland
-9	16	ferals	grassland
-8	16	ferals	grassland
-7	16	ferals	hill_low_side
-6	16	ferals	hill_low_side
-5	16	ferals	grassland
-4	16	ferals	grassland
-3	16	ferals	grassland
-67	17	northern_crags	hill_low_side
-66	17	northern_crags	hill_mid_side
-65	17	northern_crags	hill_high_side
-64	17	northern_crags	hill_high_side
-63	17	northern_crags	cliff_face_high
-62	17	northern_crags	cliff_bottom
-61	17	northern_crags	cliff_bottom
-60	17	northern_crags	rockyflat
-59	17	northern_crags	rockyflat
-58	17	northern_crags	rockyflat
-57	17	northern_crags	river_stream
-56	17	northern_crags	river_stream
-55	17	northern_crags	river_stream
-54	17	northern_crags	river_stream
-53	17	northern_crags	rockyflat
-52	17	northern_crags	rockyflat
-51	17	northern_crags	rockyflat
-50	17	northern_crags	rockyflat
-49	17	northern_crags	rockyflat
-48	17	northern_crags	rockyflat
-47	17	northern_crags	rockyflat
-46	17	northern_crags	grassland
-45	17	northern_crags	rockyflat
-44	17	northern_crags	hotspring
-43	17	northern_crags	hotspring
-42	17	northern_crags	rockyflat
-41	17	northern_crags	rockyflat
-40	17	northern_crags	cliff_bottom
-39	17	northern_crags	cliff_face_high
-38	17	northern_crags	hill_high_side
-37	17	northern_crags	hill_mid_side
-36	17	northern_crags	hill_low_side
-35	17	northern_crags	hill_low_side
-34	17	northern_crags	grassland
-33	17	northern_crags	grassland
-26	17	ferals	grassland
-25	17	ferals	river_shallow
-24	17	ferals	grassland
-23	17	ferals	grassland
-22	17	ferals	hill_low_side
-21	17	ferals	hill_low_side
-20	17	ferals	hill_low_side
-19	17	ferals	grassland
-18	17	ferals	grassland
-17	17	ferals	river_shallow
-16	17	ferals	river_shallow
-15	17	ferals	grassland
